status	lemma	pos	source_frequency_rank	meaning_ja_candidate	meaning_ja_alternatives	level_candidate	distractor_group_candidate	example_en	example_ja	confidence	source_synsets	notes
approved	choke	verb	10007	むせぶ	圧迫 / 窒息 / 絞殺	toeic800	basic-verb-action			31	00002724-v	"強い感情を抱いたときのように、とても苦しい息遣いをする; breathe with great difficulty, as when experiencing a strong emotion; ""She choked with emotion when she spoke about her deceased husband"""
approved	cholesterol	noun	10008	コレステロール		toeic800	daily-noun			24	15058544-n	通常肝臓によって合成される動物ステロール; 動物の組織で最も豊富なステロイド; an animal sterol that is normally synthesized by the liver; the most abundant steroid in animal tissues
approved	concealed	adjective	10011	隠された	目に見えない	toeic800	quality-adjective			19	02517817-a	"表示にアクセスできない; not accessible to view; ""concealed (or hidden) damage""; ""in stormy weather the stars are out of sight"""
approved	condemn	verb	10012	非難する	非難 / 咎める / 責める	toeic800	basic-verb-action			31	00864159-v	"強い不同意を表現する; express strong disapproval of; ""We condemn the racism in South Africa""; ""These ideas were reprobated"""
approved	confrontation	noun	10013	対立	対峙 / 対当 / 対抗	toeic800	daily-noun			13	01169744-n	"お互いに対立しているグループ同士の反目する行為; the act of hostile groups opposing each other; ""the government was not ready for a confrontation with the unions""; ""the invaders encountered stiff opposition"""
approved	contributor	noun	10014	寄稿者	寄稿者 / 投稿者	toeic800	learning-noun			16	09961331-n	新聞、雑誌や書籍の一部に掲載される形で、作品が出版される著述家; a writer whose work is published in a newspaper or magazine or as part of a book
approved	deluxe	adjective	10016	豪華な	富祐 / 豪勢 / 豪壮	toeic800	quality-adjective			13	02024928-a	"質において豊富で優秀な; rich and superior in quality; ""a princely sum""; ""gilded dining rooms"""
approved	disguise	noun	10017	見せかけ	偽装 / 化け / 変装	toeic800	daily-noun			19	04679074-n	"物事の本当の性質を誤って伝える、表面的な外見; an outward semblance that misrepresents the true nature of something; ""the theatrical notion of disguise is always associated with catastrophe in his stories"""
approved	disguise	verb	10018	変装する	蓋う / 蔽う / 被う	toeic800	communication-verb			16	02158587-v	"認識不可能にする; make unrecognizable; ""The herb masks the garlic taste""; ""We disguised our faces before robbing the bank"""
approved	downstairs	adverb	10020	階下に	階下に	toeic800	manner-adverb			31	00094396-r	"下の階に; on a floor below; ""the tenants live downstairs"""
approved	empathy	noun	10022	共感		toeic800	travel-noun			13	07554856-n	もう一人の感情を理解し、感情移入すること; understanding and entering into another's feelings
approved	ensemble	noun	10023	合奏団	アンサンブル	toeic800	daily-noun			28	08188235-n	"共に演奏したり歌ったりする音楽家たちのグループ; a group of musicians playing or singing together; ""a string ensemble"""
approved	feasible	adjective	10024	実行可能な	実行可能	toeic800	quality-adjective			25	01822563-a	手持ちの手段とその与えられた状況に応じてなされ得る; capable of being done with means at hand and circumstances as they are
approved	forged	adjective	10026	偽造の		toeic800	condition-adjective			12	01117226-a	"不正に複製される; reproduced fraudulently; ""like a bad penny...""; ""a forged twenty dollar bill"""
approved	grease	noun	10027	グリス	グリス / 差し油 / 潤滑油	toeic800	technology-noun			25	14890945-n	濃い脂肪油（特に機械に油を差すのに用いられる）; a thick fatty oil (especially one used to lubricate machinery)
approved	hallway	noun	10030	廊下	廻廊	toeic800	place-noun			28	03479952-n	"部屋に面する屋内の通路または廊下; an interior passage or corridor onto which rooms open; ""the elevators were at the end of the hall"""
approved	impulse	noun	10037	衝動	衝迫 / でき心 / 出来心	toeic800	daily-noun			31	09180431-n,07490579-n,00104249-n	"本能的な動機; 突然の欲望; an instinctive motive; ""profound religious impulses"""
approved	incapable	adjective	10038	能力がない	無能力 / 不佞 / 不能	toeic800	quality-adjective			25	00307474-a,00052246-a	"能力または能力が欠如しているさま; 必要条件を満たさないさま; (followed by `of') lacking capacity or ability; ""incapable of carrying a tune""; ""he is incapable of understanding the matter""; ""incapable of doing the work"""
approved	integrate	verb	10042	統合する	合併 / 合同 / 含む	toeic800	communication-verb			31	00466651-v	"全体を作るか、全体の一部を作る; make into a whole or make part of a whole; ""She incorporated his suggestions into her proposal"""
approved	intentional	adjective	10043	意図的な	作為的	toeic800	condition-adjective			19	01338116-a,01339730-a	"意図的デザインまたは目的で特徴的な; 目的と意思によってされるか、作られるか、または実行される; characterized by conscious design or purpose; ""intentional damage""; ""a knowing attempt to defraud""; ""a willful waste of time"""
approved	jeep	noun	10044	ジープ		toeic800	travel-noun			28	03594945-n	でこぼこの地形を旅行するのに適した自動車; a car suitable for traveling over rough terrain
approved	knot	noun	10045	結び目	結 / 括目 / 結び	toeic800	daily-noun			17	03627232-n	ロープ（またはひも）を輪にして、自身か別のロープ、または物体に結びつけて作る様々な締め具; any of various fastenings formed by looping and tying a rope (or cord) upon itself or to another rope or to another object
approved	knot	verb	10046	結ぶ	結び目を作る	toeic800	basic-verb-action			16	01673732-v	"結ぶ; 何かから結びを作る; make into knots; make knots out of; ""She knotted her fingers"""
approved	lecturer	noun	10049	講師	講師 / リーダ / 愛読者	toeic800	daily-noun			19	10252222-n	一定の大学の一般の講義をする人; a public lecturer at certain universities
approved	mayo	noun	10052	マヨネーズ		toeic800	daily-noun			12	07834507-n	卵黄、油、および酢; egg yolks and oil and vinegar
approved	microphone	noun	10053	マイク	マイクロホン / マイクロフォン	toeic800	technology-noun			25	03759954-n	音波を電気エネルギーに変える装置; device for converting sound waves into electrical energy
approved	miniature	adjective	10055	小型の	微小	toeic800	quality-adjective			16	01394075-a	"とても小さいサイズの; being on a very small scale; ""a miniature camera"""
approved	motto	noun	10056	モットー	旗幟 / 旗標 / 標語	toeic800	daily-noun			19	07152259-n	セクトあるいは政治グループが好んで使う言い方; a favorite saying of a sect or political group
approved	nationality	noun	10057	国籍	ナショナリティー	toeic800	technology-noun			16	07949463-n,13953787-n	"共通の起源または伝統を持ち、しばしば国家を構成しているる人々; 出生または帰化によって特定の国家に属する状態; people having common origins or traditions and often comprising a nation; ""immigrants of the same nationality often seek each other out""; ""such images define their sense of nationality"""
approved	obstacle	noun	10058	障害	差支 / 差構 / 差障	toeic800	travel-noun			27	05690269-n	"行く手をふさいでいる重要でないもので、回避するなり乗り越えるなりしなくてはならない; something immaterial that stands in the way and must be circumvented or surmounted; ""lack of imagination is an obstacle to one's advancement""; ""the poverty of a district is an obstacle to good education""; ""the filibuster was a major obstruction to the success of their plan"""
approved	occupational	adjective	10059	職業上の	職業的	toeic800	quality-adjective			25	02894591-a	"訓練を受けた活動や職務の、または、訓練を受けた活動や職務に関する; of or relating to the activity or business for which you are trained; ""occupational hazard"""
approved	onset	noun	10060	始まり	攻 / 攻め / 攻戦	toeic800	daily-noun			31	07325990-n	"始まりや初期の段階; the beginning or early stages; ""the onset of pneumonia"""
approved	persecution	noun	10062	迫害		toeic800	daily-noun			22	00420477-n	（特に人種や宗教に基づいて）虐げる行為; the act of persecuting (especially on the basis of race or religion)
approved	petrol	noun	10063	ガソリン	ガソリン / ペトロール	toeic800	travel-noun			13	14686913-n	石油から得られた炭化水素（ヘキサン、ヘプタン、オクタンなど）の揮発性の引火性混合物; 主に内燃機関の燃料として用いられる; a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines
approved	philosopher	noun	10064	哲学者	哲学者	toeic800	daily-noun			31	10423589-n	哲学の専門家; a specialist in philosophy
approved	pixel	noun	10065	画素	絵素 / ピクセル	toeic800	technology-noun			12	03952277-n	"CRT画面上の画像または映像の最も小さな個々の構成要素（通常色のついたドット）; (computer science) the smallest discrete component of an image or picture on a CRT screen (usually a colored dot); ""the greater the number of pixels per inch the greater the resolution"""
approved	plantation	noun	10066	プランテーション	農場 / 栽培所 / プランテーション	toeic800	place-noun			25	13252513-n,08374773-n	商品作物が大規模に栽培されている土地（特に熱帯地方で）; 新設された居留地（特に北アメリカの植民地化における）; an estate where cash crops are grown on a large scale (especially in tropical areas)
approved	prose	noun	10069	散文		toeic800	daily-noun			22	06376572-n,07072434-n	詩と区別されるものとしての普通の著作; 事実に即した、ありきたりでつまらない表現; ordinary writing as distinguished from verse
approved	razor	noun	10073	かみそり	剃刀 / 髪剃 / 髪剃り	toeic800	technology-noun			28	04057047-n	ひげを剃る際に使われる刃物; edge tool used in shaving
approved	realization	noun	10075	実現	認知 / 認識 / 具体化	toeic800	technology-noun			22	00931847-n,00061917-n	現実化すること、または現実らしく見せること; 実現されたもの; making real or giving the appearance of reality
approved	reconciliation	noun	10076	和解		toeic800	daily-noun			13	01205827-n	心からの関係を再構築する; the reestablishing of cordial relations
approved	scanning	noun	10078	スキャン		toeic800	technology-noun			12	13553083-n	写真をコンピュータが認識できるディジタル方式の形に書き換える方式; the process of translating photographs into a digital form that can be recognized by a computer
approved	slogan	noun	10081	スローガン	旗幟 / 旗標 / 標語	toeic800	daily-noun			16	07152259-n	セクトあるいは政治グループが好んで使う言い方; a favorite saying of a sect or political group
approved	specimen	noun	10082	標本	標本 / 見本 / 代表例	toeic800	learning-noun			28	05822239-n	ある部類の典型的と思われる例; an example regarded as typical of its class
approved	sponsorship	noun	10083	後援	後援 / 肝入 / 肝煎	toeic800	travel-noun			22	01215036-n	（公的にまたは経済的に）スポンサーになる行為; the act of sponsoring (either officially or financially)
approved	steer	verb	10085	操縦する	操舵 / 先導 / 嚮導	toeic800	basic-verb-action			24	01931768-v	コースを支持する; 移動の方向を決める; direct the course; determine the direction of travelling
approved	strawberry	noun	10086	いちご	莓 / イチゴ / オランダ苺	toeic800	daily-noun			16	07745940-n,12630144-n,04696316-n	多肉質の赤い甘い実; 多くの匍匐枝を持ち、白い花と赤く、大きな果肉質のベリーの表面に小さな痩果が散らばった食用果実をつける多年草の総称; sweet fleshy red fruit
approved	strive	verb	10087	努力する	努力 / 励む / 奮励	toeic800	business-verb			31	02531199-v	"努力を費やして試みる; attempt by employing effort; ""we endeavor to make our customers happy"""
approved	sunglasses	noun	10088	サングラス	サングラス	toeic800	daily-noun			13	04356056-n	"太陽のぎらつきから目を守るために濃い色を付けた、あるいは偏光させたメガネ; spectacles that are darkened or polarized to protect the eyes from the glare of the sun; ""he was wearing a pair of mirrored shades"""
approved	surfing	noun	10089	サーフィン	サーフィン	toeic800	daily-noun			13	00445055-n	波頭の上を岸に向かってサーフボードに乗るスポーツ; the sport of riding a surfboard toward the shore on the crest of a wave
approved	temptation	noun	10091	誘惑	魅力的なもの / 蠱惑 / 誘い	toeic800	daily-noun			31	05694791-n,07485281-n,00159620-n	誘惑するもの、あるいは誘惑する性質を持つもの; あなたがあなたが避けべきことを知っている何かを持つか、それをしたいという願望; something that seduces or has the quality to seduce
approved	thrill	noun	10092	スリル	快感 / 活気 / 興奮	toeic800	daily-noun			28	07528470-n	"蓄積した感情の力の素早い発散; the swift release of a store of affective force; ""they got a great bang out of it""; ""what a boot!""; ""he got a quick rush from injecting heroin""; ""he does it for kicks"""
approved	tile	noun	10094	タイル	タイル	toeic800	place-noun			15	04435180-n,15074568-n	薄くて平らな長方形の（焼成粘土、ゴムまたはリノリウムなどの）板で、表面を覆うために使用される; 焼いた粘土の薄くて平たい石板状のもので、屋根をふくのに用いられる; a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces
approved	tile	verb	10095	タイルを張る		toeic800	basic-verb-action			13	01338663-v	"タイルを張る; cover with tiles; ""tile the wall and the floor of the bathroom"""
approved	unarmed	adjective	10097	非武装の	武器を使わない / 武器を持たない / 手ぶら	toeic800	condition-adjective			16	00142917-a	"（人または軍について使用され）兵器を持っていない、または、使用しない; (used of persons or the military) not having or using arms; ""went alone and unarmed""; ""unarmed peasants were shot down""; ""unarmed vehicles"""
approved	undertaking	noun	10098	事業	事業 / 任務 / 務め	toeic800	daily-noun			16	00795720-n	"引き受けられたまたは試みられた仕事の一部; any piece of work that is undertaken or attempted; ""he prepared for great undertakings"""
approved	unfinished	adjective	10099	未完成の		toeic800	condition-adjective			13	01004318-a,01714157-a	"終わり、または結論に至っていない; ペイントなどの表面仕上げを欠く; not brought to an end or conclusion; ""unfinished business""; ""the building is still unfinished"""
approved	unhealthy	adjective	10100	不健康な	不健康	toeic800	condition-adjective			13	02559534-a	健康に有害な; detrimental to health
approved	unlawful	adjective	10101	違法な	不当 / 不法 / 違法	toeic800	business-adjective			16	01961410-a	"合法性、道徳律または社会的な慣例に従わないさま; not conforming to legality, moral law, or social convention; ""an unconventional marriage""; ""improper banking practices"""
approved	unpopular	adjective	10102	不人気な	不評判	toeic800	quality-adjective			25	01816956-a	"不人気または一般的な肯定なしでみなされる; regarded with disfavor or lacking general approval; ""unpopular ideas""; ""an unpopular war"""
approved	verb	noun	10105	動詞		toeic800	learning-noun			31	06318062-n,06320569-n	文の述語として機能する品詞; 動作、発生、または存在の状態を示す内容語; the word class that serves as the predicate of a sentence
approved	voluntarily	adverb	10110	自発的に	自発的に	toeic800	manner-adverb			19	00231765-r	"自分の自由意思の外で; out of your own free will; ""he voluntarily submitted to the fingerprinting"""
approved	abnormal	adjective	10112	異常な	普通でない	toeic800	quality-adjective			16	01595596-a,01598592-a,01533535-a	"普通でない; 典型的でなく、普通でなく、通常でない、または規則に準じない; not normal; not typical or usual or regular or conforming to a norm; ""abnormal powers of concentration""; ""abnormal amounts of rain""; ""abnormal circumstances""; ""an abnormal interest in food"""
approved	accredited	adjective	10113	認定された	認可された / 免許を受けた	toeic800	business-adjective			13	00178811-a	"活動するために与えられた公認; given official approval to act; ""an accredited college""; ""commissioned broker""; ""licensed pharmacist""; ""authorized representative"""
approved	accuse	verb	10114	非難する	指弾 / 責める / 難じる	toeic800	business-verb			31	00842989-v	"告発をする; 告訴をする; bring an accusation against; level a charge against; ""The neighbors accused the man of spousal abuse"""
approved	ample	adjective	10115	十分な	十分 / 潤沢 / 豊富	toeic800	quality-adjective			31	00105746-a,00014490-a,01383394-a	"サイズ、範囲または容量における十二分; たくさん供給する; more than enough in size or scope or capacity; ""had ample food for the party""; ""an ample supply"""
approved	analogy	noun	10116	類推	類推 / 類比 / アナロジー	toeic800	learning-noun			28	05780339-n,00651176-n	いくつかの点で一致するものは、おそらく他の点でも一致するという推論; 何らかの点での類似性を示すために比較する; an inference that if things agree in some respects they probably agree in others
approved	backward	adverb	10119	後ろへ	後ろへ / 後方に / 後方へ	toeic800	manner-adverb			25	00074407-r	"後ろあるいは後部で、あるいは、のほうに向かって; at or to or toward the back or rear; ""he moved back""; ""tripped when he stepped backward""; ""she looked rearward out the window of the car"""
approved	bingo	noun	10123	ビンゴ	キーノー	toeic800	daily-noun			11	00504660-n	番号付のボールを無作為に取り、プレーヤーは各自のカードの対応する数を消すゲーム; a game in which numbered balls are drawn at random and players cover the corresponding numbers on their cards
approved	boiler	noun	10124	ボイラー	汽罐 / ボイラ / ボイラー	toeic800	daily-noun			16	02863750-n	水が蒸気に変えられる密閉した容器; sealed vessel where water is converted to steam
approved	calf	noun	10126	子牛	子牛 / 小牛 / カーフ	toeic800	daily-noun			31	01887896-n	家畜牛の若い; young of domestic cattle
approved	coating	noun	10129	コーティング	上塗 / 塗り / 塗装	toeic800	daily-noun			16	03058107-n	"何かの上の薄い層; a thin layer covering something; ""a second coat of paint"""
approved	continuation	noun	10131	継続	幕無 / 持続 / 継続	toeic800	daily-noun			19	01017987-n	継続的に活動を続ける行為; the act of continuing an activity without interruption
approved	cork	noun	10134	コルク	コルク / 浮き / コーク	toeic800	daily-noun			16	14823227-n	コルクガシの外側の樹皮; 瓶の栓などに用いられる; outer bark of the cork oak; used for stoppers for bottles etc.
approved	cosmetic	noun	10136	化粧品	化粧品 / コスメチック	toeic800	daily-noun			13	03113152-n	体を美しくするように考案された化粧品; a toiletry designed to beautify the body
approved	cosmetic	adjective	10137	装飾的な	デコラチブ / デコラティブ / デコラティヴ	toeic800	quality-adjective			13	01091234-a	"役に立つ目的よりも美的な物として役立つ; serving an esthetic rather than a useful purpose; ""cosmetic fenders on cars""; ""the buildings were utilitarian rather than decorative"""
approved	detector	noun	10141	検知器	感知器 / 探知器 / 探知機	toeic800	technology-noun			23	03180969-n	信号や刺激（熱や圧力、光、動きなど）を受信する装置で、特有の方法で反応する; any device that receives a signal or stimulus (as heat or pressure or light or motion etc.) and responds to it in a distinctive manner
approved	digest	verb	10143	消化する	了簡 / 了見 / 堪る	toeic800	basic-verb-action			16	01197338-v,00590924-v,00481555-v	"食物を吸収性の物質に変える; 心の中で整理してまとめる; convert food into absorbable substances; ""I cannot digest milk products"""
approved	directive	noun	10145	指示	指令 / 訓令	toeic800	business-noun			16	07170080-n	"ある行動を勧めたり、禁止したりする発言; a pronouncement encouraging or banning some activity; ""the boss loves to send us directives"""
approved	disadvantage	noun	10147	不利な点		toeic800	daily-noun			22	05161614-n	下位の、またはより好ましくない位置にあるという特質; the quality of having an inferior or less favorable position
approved	disadvantage	verb	10148	不利にする		toeic800	basic-verb-action			13	02513460-v	"不利な状態にする; 邪魔する、損害する; put at a disadvantage; hinder, harm; ""This rule clearly disadvantages me"""
approved	disruption	noun	10149	中断	中止 / 中絶 / 仲断	toeic800	business-noun			16	00383952-n	"連続性を遅らせたり中断させたりする行為; an act of delaying or interrupting the continuity; ""it was presented without commercial breaks""; ""there was a gap in his account"""
approved	downward	adverb	10151	下へ	下へ / 下向き / 下方へ	toeic800	manner-adverb			19	00095320-r	"空間的にまたは比喩的に高いレベルあるいは位置から低い位置へ; spatially or metaphorically from a higher to a lower level or position; ""don't fall down""; ""rode the lift up and skied down""; ""prices plunged downward"""
approved	energetic	adjective	10154	活発な	元気 / 気鋭 / 活発	toeic800	quality-adjective			25	00873603-a	"エネルギーを有する、加える、または示すさま; possessing or exerting or displaying energy; ""an energetic fund raiser for the college""; ""an energetic group of hikers""; ""it caused an energetic chemical reaction"""
approved	friction	noun	10155	摩擦	揉事 / 摩擦 / 激突	toeic800	people-noun			19	13981137-n	人と人が争うこと; a state of conflict between persons
approved	hazardous	adjective	10161	危険な	危険 / やばい / 危うい	toeic800	business-adjective			13	02059811-a	"リスクや危険を伴うさま; involving risk or danger; ""skydiving is a hazardous sport""; ""extremely risky going out in the tide and fog""; ""a wild financial scheme"""
approved	hopeless	adjective	10163	絶望的な	まっ暗 / 真っ暗 / 絶望的	toeic800	quality-adjective			22	01229020-a	"好ましい状況または成功の可能性がないようであるので希望はない; without hope because there seems to be no possibility of comfort or success; ""in an agony of hopeless grief""; ""with a hopeless sigh he sat down"""
approved	hourly	adjective	10165	1時間ごとの	1時間ごとの	toeic800	quality-adjective			16	01968811-a	"毎時間生じること、あるいは時間ごとに支払うべき; occurring every hour or payable by the hour; ""hourly chimes""; ""hourly pay"""
approved	illustrate	verb	10166	例示する	例解 / 例証 / 例説	toeic800	basic-verb-action			31	01021128-v,01687401-v	の例を示すことにより明確にする; 図で示す; clarify by giving an example of
approved	indirectly	adverb	10167	間接的に	間接的 / 余所乍ら / 其となく	toeic800	manner-adverb			31	00058359-r	"率直な方法でなく; not in a forthright manner; ""he answered very indirectly"""
approved	instability	noun	10171	不安定さ	不安定 / 浮き雲 / 不安定さ	toeic800	daily-noun			16	04806067-n	不安定であることに起因する信頼性の欠如; unreliability attributable to being unstable
approved	limitation	noun	10176	制限	制限 / 定限 / 掣肘	toeic800	daily-noun			22	05846355-n,05162455-n,00808182-n	"物事の大きさを制限する原則; 限られたり、抑えられたりする特質; a principle that limits the extent of something; ""I am willing to accept certain restrictions on my movements"""
approved	linguistic	adjective	10177	言語の		toeic800	quality-adjective			25	02842445-a	"言語から成る、または、関連づけられる; consisting of or related to language; ""linguistic behavior""; ""a linguistic atlas""; ""lingual diversity"""
approved	litter	verb	10179	ポイ捨てする	引散らかす / 引っ散らかす	toeic800	basic-verb-action			16	01378421-v	ゴミをばらまくことで場所を乱雑にする; make a place messy by strewing garbage around
approved	lump	noun	10180	塊	玉 / 団塊 / 固り	toeic800	daily-noun			19	07961016-n,09307300-n	"小さな塊; 確かな形のない何かの大きな部分; a compact mass; ""a ball of mud caught him on the shoulder"""
approved	lump	verb	10181	一まとめにする	いっしょくたにする / 混ぜる	toeic800	basic-verb-action			18	01385920-v	"無差別に組立てられる; put together indiscriminately; ""lump together all the applicants"""
approved	masculine	adjective	10187	男性的な	男らしい	toeic800	quality-adjective			16	01483324-a	男性に関係し、女性に関係していない; associated with men and not with women
approved	municipality	noun	10189	自治体	市町村 / 自治体	toeic800	place-noun			13	08225581-n	地域の自治政府を持つ町や市に住む人々; people living in a town or city having local self-government
approved	ninety	noun	10190	九十		toeic800	travel-noun			13	13750297-n	10と9の積の基数; the cardinal number that is the product of ten and nine
approved	outdoors	noun	10193	屋外	室外 / 屋外 / 戸外	toeic800	daily-noun			13	08613733-n	"空気が閉ざされていない所; where the air is unconfined; ""he wanted to get outdoors a little""; ""the concert was held in the open air""; ""camping in the open"""
approved	outdoors	adverb	10194	屋外で	屋外に / 屋外へ / 戸外で	toeic800	manner-adverb			19	00110659-r	"建物の外で; outside a building; ""in summer we play outside"""
approved	pedestrian	noun	10195	歩行者	ペデストリアン	toeic800	people-noun			13	10412055-n	徒歩で旅行する人; a person who travels by foot
approved	predator	noun	10199	捕食者	ピラニア / 捕食動物 / 肉食動物	toeic800	daily-noun			13	02152740-n	他の動物を捕食して生きる動物; any animal that lives by preying on other animals
approved	preferably	adverb	10200	できれば	寧ろ	toeic800	time-adverb			25	00115554-r	"より早急に、または、積極的に; more readily or willingly; ""clean it well, preferably with warm water""; ""I'd rather be in Philadelphia""; ""I'd sooner die than give up"""
approved	prophecy	noun	10201	予言	預言	toeic800	learning-noun			19	05775407-n,06750154-n	未来を知っている状態（普通、神がかり的なことで知る）; 天来の霊感の下で口に出される予測; knowledge of the future (usually said to be obtained from a divine source)
approved	proudly	adverb	10202	誇らしげに	得意そうに	toeic800	manner-adverb			25	00189846-r	"誇りを持って; 誇り高い態度で; with pride; in a proud manner; ""he walked proudly into town"""
approved	recorder	noun	10204	レコーダー	リコーダー / レコーダー / 記録係	toeic800	business-noun			19	04063373-n	記録するための装置; equipment for making records
approved	relaxation	noun	10206	くつろぎ	憩 / 休み / 休息	toeic800	travel-noun			13	01064148-n	"（仕事や緊張、責任など）行動からの解放; freedom from activity (work or strain or responsibility); ""took his repose by the swimming pool"""
approved	respectable	adjective	10207	立派な	立派 / まとも / 可也	toeic800	quality-adjective			28	01983162-a	"評価と尊敬に値するさま; deserving of esteem and respect; ""all respectable companies give guarantees""; ""ruined the family's good name"""
approved	respectful	adjective	10208	敬意ある	恭しい	toeic800	condition-adjective			22	01993940-a	"尊敬で満ちている、または、尊敬を示す; full of or exhibiting respect; ""respectful behavior""; ""a respectful glance"""
approved	salute	noun	10213	敬礼	敬礼 / 会釈	toeic800	people-noun			13	06688913-n,06632358-n	"名誉または丁重な認知の行為; 友好的な言葉と、腰をかがめたり、帽子を上げたりするようなジェスチャーで挨拶する行為; an act of honor or courteous recognition; ""a musical salute to the composer on his birthday"""
approved	severity	noun	10218	深刻さ	悪さ / 苛烈 / 豪さ	toeic800	daily-noun			19	05036715-n	例えば、痛みや天候のような好ましくないものの程度に使われる; used of the degree of something undesirable e.g. pain or weather
approved	shady	adjective	10219	怪しい	妙 / 不審 / 腥い	toeic800	emotion-adjective			13	01917594-a	"予想通りではない; not as expected; ""there was something fishy about the accident""; ""up to some funny business""; ""some definitely queer goings-on""; ""a shady deal""; ""her motives were suspect""; ""suspicious behavior"""
approved	slack	adjective	10222	たるんだ	緩い / 緩んだ / ゆるゆる	toeic800	condition-adjective			28	02404421-a	"緊張していない、または張り詰めていないさま; not tense or taut; ""the old man's skin hung loose and grey""; ""slack and wrinkled skin""; ""slack sails""; ""a slack rope"""
approved	slick	adjective	10225	つるつるした	滑滑 / 狡い / 狡悪	toeic800	quality-adjective			13	00282675-a	"滑らかで、輝いている表面の反射光線を持つさま; having a smooth, gleaming surface reflecting light; ""glossy auburn hair""; ""satiny gardenia petals""; ""sleek black fur""; ""silken eyelashes""; ""silky skin""; ""a silklike fabric""; ""slick seals and otters"""
approved	spontaneous	adjective	10228	自然発生的な	自然発症的	toeic800	quality-adjective			31	02282376-a	"見た目の外因なしで起こるか、生じるさま; happening or arising without apparent external cause; ""spontaneous laughter""; ""spontaneous combustion""; ""a spontaneous abortion"""
approved	stove	noun	10231	コンロ	くど / レンジ / 暖炉	toeic800	place-noun			28	04330340-n	"調理のために使われる台所設備; a kitchen appliance used for cooking food; ""dinner was already on the stove"""
approved	tactic	noun	10232	戦術	戦略 / 戦術 / 策戦	toeic800	daily-noun			25	05905152-n	特定の目標に達するためのプラン; a plan for attaining a particular goal
approved	theorem	noun	10235	定理		toeic800	daily-noun			31	06752293-n	基本的な仮定から導き出すことができる定理; a proposition deducible from basic postulates
approved	unexpectedly	adverb	10240	意外にも	ふいと / 不意に / 思掛ず	toeic800	manner-adverb			28	00040719-r	"予想されなかった方法で; in a way that was not expected; ""her brother showed up at the wedding out of the blue"""
approved	upward	adverb	10241	上へ	上向きに	toeic800	manner-adverb			31	00096333-r	"低いところから高いところへ空間的にまたは比喩的に; spatially or metaphorically from a lower to a higher position; ""look up!""; ""the music surged up""; ""the fragments flew upwards""; ""prices soared upwards""; ""upwardly mobile"""
approved	wildly	adverb	10247	極端に	荒々 / 荒荒 / 激しく	toeic800	manner-adverb			30	00174735-r	"最大であるか大いに誇張された度; to an extreme or greatly exaggerated degree; ""the storyline is wildly unrealistic"""
approved	winding	adjective	10249	曲がりくねった	羊腸たる / 蜒々たる / 蜒蜒たる	toeic800	condition-adjective			16	02313784-a	"度重なる回転と屈曲によって特徴づけられる; marked by repeated turns and bends; ""a tortuous road up the mountain""; ""winding roads are full of surprises""; ""had to steer the car down a twisty track"""
approved	adore	verb	10251	大好きである		toeic800	basic-verb-action			16	01777817-v	"情熱的に愛する; love intensely; ""he just adored his wife"""
approved	appoint	verb	10254	任命する	叙任 / 嘱託 / 委任	toeic800	communication-verb			31	02396205-v,02475922-v	"仕事または機能を作成して、役割を担う; 義務、責任または義務を割り当てる; create and charge with a task or function; ""nominate a committee"""
approved	apprentice	noun	10255	見習い	徒弟 / 見習 / 内弟子	toeic800	business-noun			31	09801864-n	働きながら仕事を学ぶ人; works for an expert to learn a trade
approved	baseline	noun	10258	基準	ベースライン	toeic800	business-noun			16	13854318-n	"測量または比較する際の想像上の線あるいは水準; an imaginary line or standard by which things are measured or compared; ""the established a baseline for the budget"""
approved	beware	verb	10260	用心する	惧れる	toeic800	basic-verb-action			19	00724664-v	"その人の護衛でいる; 注意深いか、まわりに用心深い; be on one's guard; be cautious or wary about; be alert to; ""Beware of telephone salesmen"""
approved	boulevard	noun	10264	大通り	大通り / アヴェニュ / アヴェニュー	toeic800	daily-noun			16	02763472-n	広い通りあるいは表通り; a wide street or thoroughfare
approved	bracelet	noun	10265	腕輪	ブレスレット / リストバンド	toeic800	daily-noun			13	04556204-n,02887970-n	腕時計についていて手首の回りに巻く、布や革のバンド; 飾りとして腕の周りに着ける; a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist
approved	capsule	noun	10266	カプセル	カプセル剤 / 抄本 / 縮約	toeic800	daily-noun			19	02957755-n,02957586-n,05317191-n,04264765-n,03267468-n	小さい容器; 小さい丸い容器の形をしたゼリー状の錠剤で中に薬が入っている; a small container
approved	captive	noun	10268	捕虜	俘虜 / 刑徒 / 囚人	toeic800	people-noun			16	10476086-n	閉じこめられた人; 特に戦争捕虜; a person who is confined; especially a prisoner of war
approved	cinnamon	noun	10273	シナモン	肉桂 / ニッキ / シナモン	toeic800	daily-noun			13	07814203-n	セイロンシナモンの木の乾燥した香りのある木の皮からのスパイス; 小さく巻いて使ったり粉末にして使う; spice from the dried aromatic bark of the Ceylon cinnamon tree; used as rolled strips or ground
approved	comprehend	verb	10274	理解する	会得 / 分る / 判る	toeic800	basic-verb-action			31	00588221-v	"意味をとらえる; get the meaning of something; ""Do you comprehend the meaning of this letter?"""
